County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Nassau,718075,Store,JAC,SWEET PEA 1 CORP,SWEET PEA,1483,BROADWAY,,,HEWLETT,NY,11557,2000,POINT (-73.6957 40.64333)
Bronx,718022,Store,A,AGYEMAN NANA A,OBAAPA AFRICAN & CARIBE,2347,GRAND CONCOURSE,,,BRONX,NY,10468,450,POINT (-73.89928 40.8589)
Suffolk,717946,Store,JAC,MR BROADWAY DELI CORP,MR BROADWAY DELI,53A,BROADWAY,,,ROCKY POINT,NY,11778,0,POINT (-72.9239 40.94931)
Queens,717916,Store,JAC,126 FOOD CORP,126 FOOD,126-04,JAMAICA AVENUE,,,RICHMOND HILL,NY,11418,500,POINT (-73.82458 40.70124)
Orange,717877,Store,JAC,BROADWAY MART CORP,BROADWAY MART,828,BROADWAY,,,NEWBURGH,NY,12550,1500,POINT (-74.04676 41.50261)
New York,717864,Store,JAC,BROAD FISH MARKET INC,BROAD FISH MARKET,3519,BROADWAY,,,NEW YORK,NY,10031,1600,POINT (-73.95091 40.82595)
Kings,717703,Store,JAC,PRINCE BROADWAY DELI CORP,PRINCE BROADWAY,1432,BROADWAY,,,BROOKLYN,NY,11221,1200,POINT (-73.91984 40.6882)
Nassau,717696,Store,JAC,R & E BUTCHER SHOP INC,R & E BUTCHER SHOP,13,MAIN STREET,,,HEMPSTEAD,NY,11550,1000,POINT (-73.62373 40.70656)
New York,717468,Store,JAC,LINDO AMANECER GROCERY CORP,LINDO AMANECER GROCERY,4099,BROADWAY,,,NEW YORK,NY,10032,3000,POINT (-73.93888 40.8445)
New York,717156,Store,JAC,GALAXY GOURMET INC,GALAXY GOURMET,3778,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.94486 40.83392)
Queens,717070,Store,JAC,GREENBAY ESSENTIALS INC,GREENBAY ESSENTIALS,32-19,BROADWAY,,,ASTORIA,NY,11106,1500,POINT (-73.92394 40.7613)
Orange,716858,Store,JAC,RHITA GROCERY & DELI INC,RHITA GROCERY & DELI,193,BROADWAY,,,NEWBURGH,NY,12550,1000,POINT (-74.01592 41.50034)
Bronx,716813,Store,A,BIMBO BAKERIES USA INC,ENTENMANN BAKERY OUTLET,5625,BROADWAY,,,BRONX,NY,10463,1500,POINT (-73.90417 40.87987)
Kings,716803,Store,JAC,SUBWAY DELI CORP,SUBWAY DELI,1717,BROADWAY,,,BROOKLYN,NY,11207,2000,POINT (-73.91142 40.68342)
Kings,716705,Store,JAC,1165 FRESH PRODUCE CORP,PREMIER FOOD FRESH MARK,1165,BROADWAY,,,BROOKLYN,NY,11221,5500,POINT (-73.92815 40.69297)
Saratoga,716695,Store,JAC,SARATOGA TEA & BEE CO LLC,SARATOGA TEA & HONEY CO,348,BROADWAY,,,SARATOGA SPRINGS,NY,12866,1600,POINT (-73.78517 43.08024)
New York,716689,Store,A,LOT LESS NYC INC,LOT LESS CLOSEOUTS,299,BROADWAY,,,NEW YORK,NY,10007,4000,POINT (-74.00559 40.71503)
New York,716001,Store,A,BED BATH & BEYOND INC,BED BATH & BEYOND #565,1932,BROADWAY,,,NEW YORK,NY,10023,60000,POINT (-73.98207 40.77265)
Rensselaer,715958,Store,JAC,MYANMAR ASIAN INC,CAPITAL VIEW DELI,1100,BROADWAY,,,RENSSELAER,NY,12144,2500,POINT (-73.73796 42.64966)
New York,715934,Store,A,155TH STREET AUTO CENTER INC,155TH STREET AUTO CENTE,3740,BROADWAY,,,NEW YORK,NY,10032,1800,POINT (-73.94552 40.83301)
Orange,715842,Store,JAC,MAIN STREET GROCERY CORP,MAIN STREET GROCERY,327,MAIN STREET,,,HIGHLAND FALLS,NY,10928,0,POINT (-73.96466 41.37118)
Bronx,715818,Store,JAC,KARINA ENTERPRISES INC,AFRICAN MARKET,2075,GRAND CONCOURSE,,,BRONX,NY,10453,1000,POINT (-73.90299 40.85346)
Westchester,715802,Store,JAC,TWISTED BRANCH LLC THE,THE TWISTED BRANCH,24,BROADWAY,,,VALHALLA,NY,10595,550,POINT (-73.77267 41.07364)
New York,715766,Store,JAC,LAI LAI MINI MART & DISCOUNT INC,LAI LAI MINI MART & DIS,4520,BROADWAY,,,NEW YORK,NY,10040,0,POINT (-73.93169 40.85851)
Ulster,715711,Store,JAC,ALZANAM ASSAMET,NY GROCERY DELI,702,BROADWAY,,,KINGSTON,NY,12401,1500,POINT (-74.00885 41.93117)
Erie,715592,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE,12775,BROADWAY,,,ALDEN,NY,14004,8000,POINT (-78.51079 42.895)
Ulster,715499,Store,JAC,595 KINGSTON MEAT MARKET CORP,595 KINGSTON MEAT MARKE,595,BROADWAY,,,KINGSTON,NY,12401,8000,POINT (-74.00406 41.92939)
Cattaraugus,715176,Store,JABC,PARKVIEW MARKETS LLC,SANDERS PARKVIEW,545,BROAD STREET,,,SALAMANCA,NY,14779,23000,POINT (-78.73554 42.1582)
Rockland,714789,Store,JAC,RD GROCERY INC,RD GROCERY,21,BROADWAY,,,HAVERSTRAW,NY,10927,1600,POINT (-73.96464 41.19752)
Chemung,714746,Store,JAC,JAMQSB INC,QUICK STOP BEVERAGE AND,900,BROADWAY,,,ELMIRA,NY,14904,0,POINT (-76.81687 42.0631)
Kings,714426,Store,JAC,CATHYS GREEN GOLD INC,CATHYS GREEN GOLD,1569,BROADWAY,,,BROOKLYN,NY,11207,2200,POINT (-73.91559 40.68579)
Suffolk,714415,Store,JAC,H&V GAS INC,H&V GAS,624,BROADWAY,,,AMITYVILLE,NY,11701,1400,POINT (-73.42485 40.69658)
Bronx,714053,Store,JAC,LOS HIJOS DE CHORRO DELI GROCERY,LOS HIJOS DE CHORRO DEL,1278,GRAND CONCOURSE,,,BRONX,NY,10456,2000,POINT (-73.91586 40.83617)
Erie,713899,Store,JAC,WNY ENERGY INC,CORNER MARKET,2323,BROADWAY,,,BUFFALO,NY,14212,1700,POINT (-78.78905 42.89999)
Bronx,713695,Store,A,ALDI INC (NEW YORK),ALDI 5,5532,BROADWAY,,,BRONX,NY,10463,0,POINT (-73.90563 40.8778)
Queens,713571,Store,JAC,A & N DELI & GROCERY INC,A & N DELI & GROCERY,34-26,STEINWAY STREET,,,LONG ISLAND CITY,NY,11101,800,POINT (-73.92144 40.75597)
Queens,713547,Store,JAC,5 DE MAYO FOOD MARKET CORP,5 DE MAYO FOOD MARKET,81-06,ROOSEVELT AVENUE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.8845 40.74757)
Saratoga,713385,Store,A,PS FOODS INC,SAVORY PANTRY THE,486,BROADWAY,,,SARATOGA SPRINGS,NY,12866,1100,POINT (-73.78408 43.08399)
New York,713300,Store,A,ADNAN ISMAIL,HEIGHTS CONVENIENCE STO,4243,BROADWAY,,,NEW YORK,NY,10033,1200,POINT (-73.9363 40.84961)
Kings,713125,Store,JAC,GOLD STAR DELI & GRILL CORP,GOLD STAR DELI & GRILL,1565,BROADWAY,,,BROOKLYN,NY,11207,0,POINT (-73.91573 40.68587)
Queens,712774,Store,A,KYAN NYO INC,99 CENT PLUS,48-04,BROADWAY,,,ASTORIA,NY,11103,1000,POINT (-73.91243 40.75589)
Kings,712718,Store,JAC,MYRTLE GOURMET DELI INC,MYRTLE GOURMET DELI,954,BROADWAY,,,BROOKLYN,NY,11221,1200,POINT (-73.93492 40.69679)
New York,712206,Store,A,LIA DELI GROCERY CORP,LIA DELI GROCERY,4648,BROADWAY,,,NEW YORK,NY,10040,2000,POINT (-73.93008 40.86186)
Queens,712090,Store,JAC,FRESH FRUIT & CAFE ORGANIC INC,FRESH FRUITS&CAFE,33-03,BROADWAY,,,ASTORIA,NY,11106,1000,POINT (-73.92355 40.76111)
Erie,711962,Store,A,BIG LOTS STORES LLC,BIG LOTS #391,5165,BROADWAY,,,DEPEW,NY,14043,19000,POINT (-78.68335 42.90133)
Queens,711912,Store,JAC,AYESHA R CORP,BROADWAY CAFE,41-09,BROADWAY,,,ASTORIA,NY,11103,800,POINT (-73.91785 40.75845)
Schenectady,711802,Store,JAC,KASSEM ARREF H,M&D CONVENIENCE,2635,BROADWAY,,,SCHENECTADY,NY,12306,1500,POINT (-73.974 42.79425)
Bronx,711719,Store,JAC,AF RIVERDALE MEAT MARKET CORP,AF RIVERDALE MEAT MARKE,5587,BROADWAY,,,BRONX,NY,10463,1600,POINT (-73.90467 40.87918)
Ulster,711108,Store,JAC,CRUZ DAVID & ERIKA,EL MERCADITO GROCERY,344,BROADWAY,,,KINGSTON,NY,12401,2000,POINT (-73.99315 41.92583)
New York,710946,Store,A,CVS ALBANY LLC,CVS PHARMACY #4014,2182,BROADWAY,,,NEW YORK,NY,10024,12000,POINT (-73.98063 40.78263)
Westchester,710934,Store,JAC,778 MAIN STREET DELI CORP,778 MAIN STREET DELI,778,MAIN STREET,,,NEW ROCHELLE,NY,10805,800,POINT (-73.79067 40.90242)
New York,710917,Store,JAC,CHELSEA MARKET INC 1,CHELSEA MARKET,259,7TH AVENUE,,,NEW YORK,NY,10001,1300,POINT (-73.99482 40.74522)
Bronx,710759,Store,JAC,ESPERANZA GROCERY CORP,ESPERANZA GROCERY,1665,GRAND CONCOURSE,,,BRONX,NY,10452,1000,POINT (-73.91184 40.84414)
Kings,710737,Store,JAC,J+L GROCERY AND DELI CORP,J+L GROCERY AND DELI,915,BROADWAY,,,BROOKLYN,NY,11206,1200,POINT (-73.93633 40.6976)
Queens,710673,Store,JAC,85TH STREET DELI INC,85TH STREET DELI INC,85-01,JAMAICA AVENUE,,,WOODHAVEN,NY,11421,0,POINT (-73.85901 40.69253)
Suffolk,710578,Store,JAC,CANDIED ANCHOR LLC THE,THE CANDIED ANCHOR,721,MAIN STREET,,,MONTAUK,NY,11954,225,POINT (-72.36256 41.10885)
New York,710567,Store,JAC,LA FAMILIA MINI GROCERY INC,LA FAMILIA MINI GROCERY,4844,BROADWAY,,,NEW YORK,NY,10034,500,POINT (-73.92467 40.86645)
Kings,710078,Store,JAC,11 UM FOOD CORP,CITY ACRES MARKET,11,BROADWAY,,,BROOKLYN,NY,11249,15000,POINT (-73.96828 40.71079)
Queens,709996,Store,JAC,ASTORIA BIER AND CHEESE INC,ASTORIA BIER AND CHEESE,34-14,BROADWAY,,,ASTORIA,NY,11106,2500,POINT (-73.92247 40.76061)
Queens,709822,Store,JAC,ADRIATIC TRADING INC,ADRIATIC MEATS,44-10,BROADWAY,,,ASTORIA,NY,11103,800,POINT (-73.91545 40.7573)
Queens,709256,Store,A,MADHU GROCERY INC,MADHU GROCERY,34-04,BROADWAY,,,ASTORIA,NY,11106,500,POINT (-73.92278 40.76075)
Suffolk,709000,Store,A,GREENLAWN DAIRY MART INC,GREENLAWN DAIRY MART,100,BROADWAY,,,GREENLAWN,NY,11740,500,POINT (-73.36437 40.86669)
New York,708796,Store,JAC,KING MEAT CORP,SHOP FAIR,3871,BROADWAY,,,NEW YORK,NY,10032,15000,POINT (-73.94291 40.83689)
Kings,707481,Store,JAC,ALJANOUB NATURAL DELI CORP,ALJANOUB NATURAL DELI,740,BROADWAY,,,BROOKLYN,NY,11206,1400,POINT (-73.94224 40.70092)
Bronx,707475,Store,JAC,OSEI KROM AFRICAN CARRIBEAN MARKE,EYE ADOM,2255,GRAND CONCOURSE,,,BRONX,NY,10453,850,POINT (-73.9007 40.85649)
New York,706986,Store,JAC,RSJ  GROUP CORP,TENBAKU,2135,BROADWAY,,,NEW YORK,NY,10023,300,POINT (-73.98143 40.78098)
Kings,706858,Store,JAC,MAGIC GROCERY CORP,MAGIC GROCERY,301,CHURCH AVENUE,,,BROOKLYN,NY,11218,1200,POINT (-73.97724 40.64373)
Bronx,706621,Store,A,NY 99 CENTS AND MORE CORP,NY 99 CENTS AND MORE,5213,BROADWAY,,,BRONX,NY,10463,1100,POINT (-73.90949 40.87477)
Queens,706615,Store,A,LUCKY HUANG GROCERY STORE INC,LUCKY HUANG GROCERY,82-61,BROADWAY,,,ELMHURST,NY,11373,500,POINT (-73.88123 40.74201)
New York,706422,Store,A,R B MART INC,DOLLAR MART,3848,BROADWAY,,,NEW YORK,NY,10032,1500,POINT (-73.94323 40.83616)
New York,706405,Store,JAC,SPACE 86 CORP,SPACE MARKET,524,COLUMBUS AVENUE,,,NEW YORK,NY,10024,2100,POINT (-73.97255 40.78605)
Kings,706209,Store,JAC,AVNER KOSHER FISH MARKET INC,AVNER KOSHER FISH MARKE,521,KINGS HIGHWAY,,,BROOKLYN,NY,11223,15000,POINT (-73.97022 40.60441)
Kings,706198,Store,JAC,J&E MEAT & PRODUCE CORP,SHOP FAIR,385,BROADWAY,,,BROOKLYN,NY,11211,7000,POINT (-73.95447 40.70723)
Orange,705960,Store,JAC,ZACARIAS GREGORIO MANUEL,JHOSTIN GROCERY & DELI,408,BROADWAY,,,NEWBURGH,NY,12550,2000,POINT (-74.02634 41.50105)
New York,705810,Store,A,COMMUNITY CANDY CORP,COMMUNITY CANDY,3513,BROADWAY,,,NEW YORK,NY,10031,1200,POINT (-73.95121 40.82554)
Queens,705737,Store,JAC,US SUPERMARKET INC,US SUPERMARKET,82-66,BROADWAY,,,ELMHURST,NY,11373,7000,POINT (-73.8811 40.74141)
Albany,705714,Store,A,HASTINGS JOHN,JOHNS LAST STAND,625,BROADWAY,,,ALBANY,NY,12207,800,POINT (-73.74932 42.65249)
New York,705693,Store,JAC,ABC FOOD CENTER INC,PAPASITOS FOOD MARKET,3605,BROADWAY,,,NEW YORK,NY,10031,3000,POINT (-73.94893 40.82866)
Rockland,705562,Store,JAC,LA BODEGA GROCERY CORP,LA BODEGA,31,BROADWAY,,,HAVERSTRAW,NY,10927,0,POINT (-73.96472 41.19791)
Queens,705498,Store,A,GREEN GROCERY & CONVENIENCE LLC,GREEN GROCERY & CONVENI,82-81,BROADWAY,,,ELMHURST,NY,11373,2000,POINT (-73.88047 40.74144)
Queens,705490,Store,JAC,HIMALAYAN DELI INC,MID WOOD DELI & GROCERY,86-31,BROADWAY,,,ELMHURST,NY,11373,0,POINT (-73.87721 40.73762)
New York,705488,Store,JAC,CARREON GROCERY DELI INC,CARREON GROCERY DELI,4975,BROADWAY,,,NEW YORK,NY,10034,0,POINT (-73.91938 40.86821)
Queens,705355,Store,JAC,48 BODEGA INC,48 BODEGA,47-20A,BROADWAY,,,ASTORIA,NY,11103,1000,POINT (-73.91275 40.75604)
Queens,705203,Store,A,BROADWAY CORNER STORE CORP,BROADWAY CORNER STORE,38-02A,BROADWAY,,,ASTORIA,NY,11103,800,POINT (-73.91966 40.75929)
Albany,704964,Store,JAC,PEACOCK INC,PEACOCK,795,BROADWAY,,,ALBANY,NY,12207,2000,POINT (-73.74791 42.65787)
Bronx,704877,Store,JAC,GRACE SEAFORD CORP,GRACE SEAFOOD,4363,WHITE PLAINS ROAD,,,BRONX,NY,10466,800,POINT (-73.85514 40.8975)
Westchester,704646,Store,JAC,CHESTNUT MART INC,CHESTNUT MART INC - 430,430,BROADWAY,,,DOBBS FERRY,NY,10522,1200,POINT (-73.86917 41.01586)
Nassau,704242,Store,JAC,1700 BROADWAY MANAGEMENT LTD,7 ELEVEN STORE #34757A,1700,BROADWAY,,,HEWLETT,NY,11557,2100,POINT (-73.69008 40.6475)
Bronx,704098,Store,JAC,320 FAIR FARM FOOD CORP,FINE FARE,320,EAST GUN HILL ROAD,,,BRONX,NY,10467,3000,POINT (-73.87375 40.87891)
Queens,704018,Store,JAC,G C SALUMERIA INC,D&F ITALIAN DELI,35-17,BROADWAY,,,ASTORIA,NY,11106,1500,POINT (-73.92153 40.76017)
Nassau,703708,Store,A,TUTAL CONVENIENCE INC,TUTAL CONVENIENCE,567A,BROADWAY,,,MASSAPEQUA,NY,11758,600,POINT (-73.46888 40.68195)
Kings,703559,Store,JAC,STAY FRESH DELI & GRILL CORP,STAY FRESH DELI & GRILL,1695A,BROADWAY,,,BROOKLYN,NY,11207,1500,POINT (-73.9122 40.68387)
Kings,702966,Store,JAC,B & K FISH MINI MARKET INC,B&K FISH MINI MARKET,1161,BROADWAY,,,BROOKLYN,NY,11221,1500,POINT (-73.92819 40.69299)
Bronx,702833,Store,JAC,AD 2096 GRAND CORP,CONCOURSE FOOD PLAZA,2096,GRAND CONCOURSE,,,BRONX,NY,10457,9000,POINT (-73.90212 40.85402)
New York,702721,Store,JAC,GLORY EXPRESS INC,GLORY EXPRESS @ ZABARS,2245,BROADWAY,,,NEW YORK,NY,10024,60,POINT (-73.97939 40.78478)
New York,702684,Store,JAC,BAHAMAS DELI CORP,BAHAMAS DELI,3137,BROADWAY,,,NEW YORK,NY,10027,1500,POINT (-73.95991 40.8137)
Queens,702566,Store,JAC,YS FOOD CORP,VITELIOS MARKET PLACE,71-76,YELLOWSTONE BOULEVARD,,,FOREST HILLS,NY,11375,15000,POINT (-73.85531 40.72082)
Rockland,702540,Store,JAC,FERNANDEZ ROJAS GROUP LLC,FERNANDEZ ROJAS GROUP,41,MAIN STREET,,,HAVERSTRAW,NY,10927,0,POINT (-73.9627 41.19651)
Bronx,702445,Store,JAC,JOY'S DELI GROCERY CORP,JOY'S DELI GROCERY,1400,GRAND CONCOURSE,,,BRONX,NY,10456,1200,POINT (-73.91349 40.83885)
New York,702409,Store,JAC,DUANE READE ET AL PTRS,DUANE READE #14497,100,BROADWAY,,,NEW YORK,NY,10005,0,POINT (-74.01151 40.70798)
Orange,702306,Store,JAC,JGAJ PETROLEUM INC,JGAJ PETROLEUM,310,BROADWAY,,,NEWBURGH,NY,12550,2000,POINT (-74.02164 41.50073)
Rockland,702299,Store,JAC,WATSON JACQUELINE,CESPEDES GROCERY & MEAT,64,BROADWAY,,,HAVERSTRAW,NY,10927,1500,POINT (-73.96504 41.19887)
New York,702290,Store,A,IT' SUGAR LLC,ITS SUGAR,1870,BROADWAY,,,NEW YORK,NY,10023,1000,POINT (-73.98202 40.7701)
Queens,702193,Store,JAC,JC SUSHI USA INC,JC SUSHI USA,3206,BROADWAY,,,ASTORIA,NY,11106,300,POINT (-73.92433 40.76148)
Ulster,701993,Store,JAC,SUN CONURE PETROLEUM INC,MOBIL CORNER STORE,3577,MAIN STREET,,,STONE RIDGE,NY,12484,1800,POINT (-74.14033 41.85175)
Queens,701965,Store,JAC,VALERY GROCERY CORP,VALERY GROCERY,191-02,JAMAICA AVENUE,,,HOLLIS,NY,11423,1200,POINT (-73.76851 40.7126)
Kings,672236,Store,A,GL STAR GROUP INC,GL STAR GROUP,819,BROADWAY,,,BROOKLYN,NY,11206,4000,POINT (-73.93945 40.69936)
Kings,672218,Store,JAC,293 BROADWAY DELI&GROCERY CORP,293 BROADWAY DELI&GRCRY,293,BROADWAY,,,BROOKLYN,NY,11211,1000,POINT (-73.9582 40.70852)
Kings,671961,Store,JAC,LORIMER EXPRESS FOOD INC,LORIMER EXPRESS FOOD,574,BROADWAY,,,BROOKLYN,NY,11206,1000,POINT (-73.94767 40.704)
Queens,671889,Store,JAC,GREENBAY MARKETPLACE CORP,GREENBAY MARKETPLACE,32-06,BROADWAY,,,ASTORIA,NY,11106,2500,POINT (-73.92433 40.76148)
Kings,671116,Store,JAC,J VASQUEZ MEAT CORP,METROPOLITAN CITYMARKET,1142,BEDFORD AVENUE,,,BROOKLYN,NY,11216,7000,POINT (-73.95428 40.68527)
Kings,670929,Store,JAC,ROCKY DELI GROCERY INC,ROCKY DELI GROCERY,590,BROADWAY,,,BROOKLYN,NY,11206,1200,POINT (-73.94722 40.70375)
Kings,670758,Store,JAC,COVERT SUPERMARKET LLC,SUPER PIONEER SUPERMARK,1657,BROADWAY,,,BROOKLYN,NY,11207,10000,POINT (-73.91324 40.68447)
Kings,670550,Store,JAC,STAY FRESH GRILL II CORP,STAY FRESH GRILL,889,BROADWAY,,,BROOKLYN,NY,11206,2500,POINT (-73.93711 40.69804)
Queens,670393,Store,JAC,1BOSSRK MINI MART INC,1BOSSRK MINI MART,95-13,JAMAICA AVENUE,,,WOODHAVEN,NY,11421,0,POINT (-73.84983 40.69437)
Richmond,641548,Store,JAC,JUQUILITA LAUNDRY & DELI CORP,JUQUILITA LAUNDRY DELI,343,BROADWAY,,,STATEN ISLAND,NY,10310,4000,POINT (-74.11686 40.63283)
Richmond,641241,Store,JAC,ABBAS MAHAR A,NEW KING FOOD,281,BROADWAY,,,STATEN ISLAND,NY,10310,1500,POINT (-74.11716 40.63446)
Queens,639276,Store,JAC,GINSENG 1668 & HERBS INC,GINSENG 1668 & HERBS,8110A,BROADWAY,,,ELMHURST,NY,11373,1000,
Queens,639191,Store,JAC,ELMHURST MEXICAN GROCERY CORP,ELMHURST MEXICAN GROCRY,80-03,BROADWAY,,,ELMHURST,NY,11373,1000,POINT (-73.88494 40.74389)
Queens,639145,Store,JAC,NEW GOLDEN SPARKLING SUPERMKT INC,NEW GOLDEN SPRKLNG MRKT,86-18,BROADWAY,,,ELMHURST,NY,11373,5000,POINT (-73.87721 40.73809)
Queens,638924,Store,JAC,WOODSIDE FOOD CENTER CORP,WOODSIDE FOOD CENTER,51-15,BROADWAY,,,WOODSIDE,NY,11377,3000,POINT (-73.90845 40.75402)
Queens,638905,Store,JAC,BROADWAY STOP N GO GROCERY INC,BROADWAY STOP N GO GRCY,53-11,BROADWAY,,,WOODSIDE,NY,11377,800,POINT (-73.90747 40.75355)
Queens,638870,Store,JAC,GINSENG PALACE TRADING INC,GINSENG PALACE TRADING,82-35,BROADWAY,,,ELMHURST,NY,11373,2500,POINT (-73.88167 40.74228)
Queens,637807,Store,A,2502 BROADWAY GROCERY CORP,2502 BROADWAY GROCERY,25-02,BROADWAY,,,ASTORIA,NY,11106,800,POINT (-73.9283 40.76335)
Queens,637291,Store,JAC,CHOCOLATE DELI&GROCERY INC,CHOCOLATE DELI&GROCERY,82-73,BROADWAY,,,ELMHURST,NY,11373,1500,POINT (-73.88069 40.74162)
Queens,637212,Store,JAC,JAMAICA AVENUE MEATS INC,MEAT BARN,146-18,JAMAICA AVENUE,,,JAMAICA,NY,11435,3500,POINT (-73.80825 40.70177)
Queens,636664,Store,A,GENOVESE DRUG STORES INC,RITE AID 10568,21-25,BROADWAY,,,LONG ISLAND CITY,NY,11106,0,POINT (-73.93115 40.76492)
Queens,636415,Store,A,WALGREEN EASTERN CO INC,WALGREENS 4319,8420,BROADWAY,,,ELMHURST,NY,11373,0,POINT (-73.87811 40.7396)
Queens,636362,Store,JAC,ME-ME SUPERMARKET INC,CITY FRESH MARKET,21-15,BROADWAY,,,ASTORIA,NY,11106,11000,POINT (-73.93106 40.76488)
Queens,635881,Store,JAC,CRESCENT FOOD CORP,TRADE FAIR SUPERMARKETS,23-55,BROADWAY,,,ASTORIA,NY,11106,20000,POINT (-73.92864 40.76353)
Queens,635753,Store,JAC,MUNCAN FOOD CORP,MUNCAN FOODS,43-09,BROADWAY,,,GRAND STATION,NY,11103,1800,POINT (-73.91621 40.75765)
Queens,633994,Store,JABC,A & V BAKING INC,PARISI BAKERY,30-17,BROADWAY,,,LONG ISLAND CITY,NY,11106,1870,POINT (-73.93226 40.75486)
Queens,633916,Store,JAC,GLOBER MARKET INC,GLOBER MARKET,82-33,BROADWAY,,,ELMHURST,NY,11373,2000,POINT (-73.88173 40.74232)
Queens,632952,Store,JAC,SAIBAL GROCERY&HALAL MEAT INC,SAIBAL GROCERY,81-28,BROADWAY,,,ELMHURST,NY,11373,1200,POINT (-73.88325 40.74311)
Queens,632741,Store,JAC,CARNICERIA COLOMBIA INC,CARNICERIA COLOMBIA,84-08,BROADWAY,,,ELMHURST,NY,11373,1500,POINT (-73.87842 40.73987)
Queens,632738,Store,JAC,K&T PROVISIONS INC,K&T MEATS,37-11,BROADWAY,,,ASTORIA,NY,11103,2500,POINT (-73.92014 40.75951)
Queens,632432,Store,JAC,NEW YORK MART ELMHURST INC,NEW YORK MART,75-01,BROADWAY,,,ELMHURST,NY,11373,14000,POINT (-73.89011 40.74612)
Queens,631491,Store,JAC,TOP LINE MEAT MARKET INC,TOP LINE MEAT MARKET,81-37,BROADWAY,,,ELMHURST,NY,11373,6000,POINT (-73.88282 40.74291)
Queens,630850,Store,A,DUANE READE ET AL PRTS,DUANE READE 14423,35-06,BROADWAY,,,ASTORIA,NY,11106,2000,POINT (-73.92201 40.76039)
Queens,630719,Store,A,WALGREEN EASTERN CO INC,WALGREENS #1616,82-77,BROADWAY,,,ELMHURST,NY,11373,17000,POINT (-73.88049 40.74147)
Queens,630038,Store,JABHK,IB BAKING CORP,ISLAND BAKERY,42-17,BROADWAY,,,ASTORIA,NY,11103,4000,POINT (-73.91675 40.75791)
New York,629990,Store,JAC,CITARELLA WEST LLC,CITARELLA,2135,BROADWAY,,,NEW YORK,NY,10023,3000,POINT (-73.98143 40.78098)
New York,629713,Store,JAC,JBV ENTERPRISES INC,LA BLANDA MEAT MARKET,3824,BROADWAY,,,NEW YORK,NY,10032,1500,POINT (-73.94376 40.83543)
New York,629683,Store,JAC,HANS FAMILY FRUIT&VEG INC,HANS FAMILY FRT&VEGTBLS,2501,BROADWAY,,,NEW YORK,NY,10025,1500,POINT (-73.9732 40.79286)
New York,629399,Store,A,DUANE READE LLP,WALGREENS #14489,3387,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95408 40.82162)
New York,629375,Store,JAC,GOALS SERVICE STATION INC,SHELL GAS,3260,BROADWAY,,,NEW YORK,NY,10027,750,POINT (-73.95671 40.81769)
New York,629305,Store,JAC,DUANE READE ET AL PTRS,DUANE READE #14486,2069,BROADWAY,,,NEW YORK,NY,10023,17000,POINT (-73.9821 40.7784)
New York,629279,Store,JAC,2589 WESTSIDE MARKETS LLC,WESTSIDE MARKET,2589,BROADWAY,,,NEW YORK,NY,10025,10000,POINT (-73.97108 40.79577)
New York,629249,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,2325,BROADWAY,,,NEW YORK,NY,10024,1000,POINT (-73.97749 40.78728)
New York,629224,Store,JAC,NATURAL PARADISE INC THE,HEALTH NUTS THE,2611,BROADWAY,,,NEW YORK,NY,10025,2500,POINT (-73.97064 40.7964)
New York,629198,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE # 4695,4469,BROADWAY,,,NEW YORK,NY,10040,0,POINT (-73.93226 40.85744)
New York,629196,Store,JAC,3875 MH DELI GROCERY INC,3875 MH DELI GROCERY,3875,BROADWAY,,,NEW YORK,NY,10032,1200,POINT (-73.94286 40.83696)
New York,629156,Store,JAC,5069 MEAT&PRODUCE CORP,FOOD UNIVERSE MARKET PL,5069,BROADWAY,,,NEW YORK,NY,10034,4000,POINT (-73.91506 40.87049)
New York,629013,Store,JAC,PRIME ESSENTIALS LLC,PRIME ESSENTIALS,345,BROADWAY,,,NEW YORK,NY,10013,6000,POINT (-74.00419 40.71669)
New York,628914,Store,JAC,KING WASHINGTON GROCERY CORP,KING BROADWAY GROCERY,4225,BROADWAY,,,NEW YORK,NY,10033,400,POINT (-73.93691 40.84908)
New York,628834,Store,JAC,JOES GOURMET HEALTH DELI INC,JOES GOURMET HEALTH DEL,3161,BROADWAY,,,NEW YORK,NY,10027,1200,POINT (-73.95909 40.8148)
New York,628824,Store,JAC,SANTIAGO DELI FOOD CORP,SANTIAGO DELI FOOD,3415,BROADWAY,,,NEW YORK,NY,10031,1600,POINT (-73.95346 40.82246)
New York,628809,Store,JAC,207 INC I,207,4930A,BROADWAY,,,NEW YORK,NY,10034,375,POINT (-73.92146 40.8676)
New York,628784,Store,A,TRADER JOES EAST INC,TRADER JOES #542,2073,BROADWAY,,,NEW YORK,NY,10023,14000,POINT (-73.98208 40.77852)
